Removed Pin From Net: NetName=GND Pin=C1-2
Removed Pin From Net: NetName=GND Pin=C2-2
Removed Pin From Net: NetName=VBUS Pin=C15-1
Removed Pin From Net: NetName=VSYS Pin=C43-2
Removed Pin From Net: NetName=VSYS Pin=C47-2
Removed Pin From Net: NetName=GND Pin=C66-2
Removed Pin From Net: NetName=VBUS Pin=CR1-1
Removed Pin From Net: NetName=PIN Pin=CR1-2
Removed Pin From Net: NetName=GND Pin=D1-1
Removed Pin From Net: NetName=5V Pin=D1-2
Removed Pin From Net: NetName=NetC25_1 Pin=F1-1
Removed Pin From Net: NetName=5V Pin=J3-1
Removed Pin From Net: NetName=GND Pin=J3-5
Removed Pin From Net: NetName=SCL Pin=J5-1
Removed Pin From Net: NetName=SDA Pin=J5-2
Removed Pin From Net: NetName=5V Pin=J5-3
Removed Pin From Net: NetName=GND Pin=J5-4
Removed Pin From Net: NetName=3V3 Pin=R1-1
Removed Pin From Net: NetName=3V3 Pin=R5-1
Removed Pin From Net: NetName=3V3 Pin=R8-1
Removed Pin From Net: NetName=NetC18_1 Pin=R21-1
Removed Pin From Net: NetName=VBUS Pin=R21-2
Removed Pin From Net: NetName=NetC25_1 Pin=R22-1
Removed Pin From Net: NetName=VSYS Pin=R22-2
Removed Pin From Net: NetName=VSYS Pin=R26-1
Removed Pin From Net: NetName=GND Pin=U1-14
Removed Pin From Net: NetName=NetC6_1 Pin=U1-16
Removed Pin From Net: NetName=NetC3_1 Pin=U1-17
Removed Pin From Net: NetName=PROCHOT Pin=U1R-6
Removed Pin From Net: NetName=DSWITCH Pin=U1R-15
Removed Pin From Net: NetName=VBUS Pin=U3-2
Removed Pin From Net: NetName=VBUS Pin=U3-3
Removed Pin From Net: NetName=VBUS Pin=U3-11
Removed Member From Class: ClassName=SBH_Charger_Connectors Member=C1
Removed Member From Class: ClassName=SBH_Charger_Connectors Member=C2
Removed Member From Class: ClassName=SBH_Charger_Connectors Member=C66
Removed Member From Class: ClassName=SBH_Charger_Connectors Member=J5
Change Component Footprint: Designator=C1 Old Footprint=CAPACITOR_0603 New Footprint=CAPACITOR_0402
Change Component Footprint: Designator=J4 Old Footprint=CONN_JACK New Footprint=CONN3_54-00166_TEN
Change Component Footprint: Designator=J3 Old Footprint=CONN_JST_XH254_5POS_VERT New Footprint=EASTRISING_ER-CON50HT-1
Change Component Footprint: Designator=CR1 Old Footprint=DO-214AC New Footprint=SMASeries_LTF
Change Component Footprint: Designator=CR2 Old Footprint=DO-214AC New Footprint=SMASeries_LTF
Change Component Footprint: Designator=R21 Old Footprint=RESISTOR_0603 New Footprint=FP-PCS2512-MFG
Change Component Footprint: Designator=R22 Old Footprint=RESISTOR_0603 New Footprint=FP-PCS2512-MFG
Change Component Footprint: Designator=U1 Old Footprint=S-PWQFN-N32 New Footprint=RSN0032B-IPC_B
Change Component Comment : Designator=R21 Old Comment=0.005 OHM 1% 1W New Comment=10 mOhms
Change Component Comment : Designator=R22 Old Comment=0.005 OHM 1% 1W New Comment=10 mOhms
Change Component Comment : Designator=C1 Old Comment=10nF Ceramic 6.3V New Comment=CC0402KRX7R9BB103
Change Component Comment : Designator=U1 Old Comment=BQ25731 New Comment=BQ25730RSNR
Change Component Comment : Designator=J4 Old Comment=CONN JACK R/A PCB 5.5X2.1MM New Comment=54-00166
Change Component Comment : Designator=CR1 Old Comment=SMAJP4KE18A-TP New Comment=SMAJ26CA
Change Component Comment : Designator=CR2 Old Comment=SMAJP4KE18A-TP New Comment=SMAJ26CA
Change Component Comment : Designator=J3 Old Comment=XH2.54 VERT New Comment=FFC_50POS_0.5MM_HORIZ_TOP
Change Managed Component Library Link : Designator=R21 Old VaultGUID= New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID= New ItemGUID=D483D089-4C27-489E-A0BA-C2A6185866BC Old RevisionGUID= New RevisionGUID=F468EDBB-BB29-401B-8CA5-499BD033F3A5
Change Managed Component Library Link : Designator=R22 Old VaultGUID= New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID= New ItemGUID=D483D089-4C27-489E-A0BA-C2A6185866BC Old RevisionGUID= New RevisionGUID=F468EDBB-BB29-401B-8CA5-499BD033F3A5
Change component parameters: Designator = "C1" ("C1"); Footprint = "CAPACITOR_0603"; UniqueID = "\NVWSRVPE\JODUFOMA" ("\NVWSRVPE\JODUFOMA")
Change component parameters (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Automotive Grade"; Value = "NA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "10 nF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey Description"; Value = "CAP CER 10000PF 50V X7R 0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Footprint Url"; Value = "http://www.yageo.com/exep/pages/download/literatures/UPY-C_GEN_24.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.55mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ipc Land Pattern Name"; Value = "CAPC10050X50"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "YAGEO"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "CC0402KRX7R9BB103"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser Description"; Value = "0402 10 nF 50 V ±10 % Tolerance X7R SMT Multilayer Ceramic Capacitor"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Octopart"; Value = "https://octopart.com/cc0402krx7r9bb103-yageo-8376513"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "CC0402"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Future Electronics"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "8570871"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "30ppm/°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "0.1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "10 nF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating"; Value = "50 V"; VariantName = "[No Variations]"
Change component parameters: Designator = "CR1" ("CR1"); Footprint = "DO-214AC"; UniqueID = "\NVWSRVPE\KNTJUXIP" ("\NVWSRVPE\KNTJUXIP")
Change component parameters (AddParameter): Name = "Copyright"; Value = "Copyright (C) 2024 Ultra Librarian. All rights reserved."; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer_Part_Number"; Value = "SMAJ26CA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mfr_Name"; Value = "Littelfuse Inc"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RefDes"; Value = "RefDes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Type"; Value = "DEV"; VariantName = "[No Variations]"
Change component parameters: Designator = "CR2" ("CR2"); Footprint = "DO-214AC"; UniqueID = "\MQJHLFNU\RCEMFUUH" ("\MQJHLFNU\RCEMFUUH")
Change component parameters (AddParameter): Name = "Copyright"; Value = "Copyright (C) 2024 Ultra Librarian. All rights reserved."; VariantName = "[No Variations]"
